City Id,City,Country,Latitude,Longitude,Temperature,Max Temperature,Humidity,Wind Speed,Cloudiness
393,bitung,ID,1.45,125.18,89.6,89.6,55,5.82,40
394,airai,TL,-8.93,125.41,67.87,67.87,65,1.12,58
395,wajima,JP,37.4,136.9,48.2,48.2,55,6.93,75
396,pyinmana,MM,19.73,96.22,95.45,95.45,25,3.65,81
397,clyde river,CA,70.47,-68.59,3.2,3.2,91,19.46,75
398,whitehorse,CA,60.72,-135.05,32.23,33.01,78,9.17,5
399,kolvereid,NO,64.87,11.6,32.85,32.85,86,2.48,98
400,clemencia,CO,10.57,-75.33,80.6,80.6,88,10.29,20
401,ulety,RU,51.36,112.48,56.01,56.01,25,3.69,0
402,canasgordas,CO,6.75,-76.03,69.22,69.22,54,1.88,100
403,peniche,PT,39.36,-9.38,56.34,57.2,87,3.36,75
404,coari,BR,-4.08,-63.14,75.07,75.07,90,1.41,74
405,koindu,GN,8.44,-10.33,71.87,71.87,87,2.04,63
406,sisimiut,GL,66.94,-53.67,30.42,30.42,86,8.1,100
407,bien hoa,VN,10.95,106.82,87.8,87.8,66,8.05,40
408,birao,CF,10.28,22.79,79.18,79.18,24,3.13,75
409,berbera,SO,10.44,45.01,82.06,82.06,76,2.3,5
410,gacko,BA,43.17,18.54,40.55,40.55,55,4.32,9
411,cherskiy,RU,68.75,161.3,15.91,15.91,95,18.45,100
412,prachuap khiri khan,TH,11.82,99.78,89.55,89.55,55,5.14,73
413,san carlos de bariloche,AR,-41.15,-71.31,51.8,51.8,76,16.11,40
414,lat yao,TH,15.75,99.79,96.13,96.13,36,5.77,22
415,vila franca do campo,PT,37.72,-25.43,57.2,57.2,76,10.29,20
416,saint george,US,37.1,-113.58,54.75,59.0,41,16.11,1
417,ravar,IR,31.27,56.81,66.76,66.76,33,4.38,85
418,kristianstad,SE,56.03,14.15,33.12,35.01,81,5.82,0
419,santa cruz,BO,-17.8,-63.17,64.4,64.4,72,6.93,20
420,port lincoln,AU,-34.73,135.87,62.37,62.37,63,15.9,70
421,hobyo,SO,5.35,48.53,82.44,82.44,66,7.78,51
422,minsk,BY,53.9,27.57,32.0,32.0,80,8.95,45
423,shingu,JP,33.73,135.98,55.4,55.4,47,10.29,75
424,sorland,NO,67.67,12.69,33.89,33.89,82,12.82,100
425,karratha,AU,-20.74,116.85,90.0,90.0,33,3.91,2
426,zhigansk,RU,66.77,123.37,30.4,30.4,95,15.93,33
427,havoysund,NO,71.0,24.66,26.6,26.6,79,8.05,100
428,lucea,JM,18.45,-78.17,80.56,82.4,74,2.24,20
429,vestmannaeyjar,IS,63.44,-20.27,43.36,43.36,90,6.26,100
430,isangel,VU,-19.55,169.27,78.39,78.39,59,9.26,64
431,santa isabel do rio negro,BR,-0.41,-65.02,74.01,74.01,97,0.85,65
432,ornskoldsvik,SE,63.29,18.72,29.97,32.0,68,8.05,0
433,bull savanna,JM,17.89,-77.59,74.41,74.41,80,2.86,94
434,kefamenanu,ID,-9.45,124.48,81.93,81.93,62,2.86,15
435,gao,ML,16.64,1.64,83.44,83.44,23,11.07,98
436,callaway,US,30.15,-85.57,61.83,64.4,42,6.93,1
437,methana,GR,37.58,23.39,53.92,57.99,53,11.01,0
438,bondoukou,CI,8.03,-2.8,72.66,72.66,72,2.51,93
439,nantucket,US,41.28,-70.1,40.89,42.8,75,16.11,40
440,gushikawa,JP,26.35,127.87,73.26,73.4,60,16.11,40
441,kalmunai,LK,7.42,81.82,85.28,85.28,63,7.7,13
442,polewali,ID,-3.43,119.34,87.06,87.06,65,3.89,68
443,egvekinot,RU,66.32,-179.17,13.62,13.62,87,2.66,12
444,kununurra,AU,-15.77,128.73,77.0,77.0,73,9.17,40
445,maragogi,BR,-9.01,-35.22,79.75,79.75,83,6.73,13
446,hay river,CA,60.82,-115.8,23.0,23.0,67,12.75,75
447,tezu,IN,27.92,96.17,88.11,88.11,18,3.11,0
448,newry,GB,54.18,-6.34,54.03,55.4,93,6.93,97
449,padang,ID,-0.95,100.35,88.34,88.34,58,0.63,69
450,maralal,KE,1.1,36.7,58.35,58.35,53,4.12,8
451,villarrica,PY,-25.75,-56.43,56.77,56.77,73,4.16,0
452,punganuru,IN,13.37,78.58,79.32,79.32,40,6.17,3
453,yulara,AU,-25.24,130.99,82.4,82.4,18,4.7,9
454,mumford,GH,5.26,-0.76,80.04,80.04,84,7.43,83
455,matadi,CD,-5.82,13.45,75.97,75.97,90,1.48,96
456,tibiri,NE,13.56,7.05,85.62,85.62,14,6.58,100
457,tucuma,BR,-0.18,-50.05,74.39,74.39,94,2.24,100
458,dinan,FR,48.42,-2.25,52.38,59.0,58,3.36,0
459,riohacha,CO,11.54,-72.91,79.38,79.38,85,12.19,78
460,shache,CN,38.42,77.24,63.54,63.54,15,8.43,100
461,pericos,MX,25.05,-107.7,68.36,71.01,69,3.83,79
462,sawakin,SD,19.11,37.33,73.02,73.02,69,11.99,61
463,ahuimanu,US,21.44,-157.84,78.8,82.4,51,9.17,75
464,turukhansk,RU,65.82,87.98,30.92,30.92,98,14.85,100
465,lamu,KE,-2.27,40.9,80.92,80.92,83,11.83,80
466,kendari,ID,-3.94,122.5,83.98,83.98,79,3.15,87
467,chernyshevskiy,RU,63.01,112.47,33.37,33.37,77,9.28,100
468,supe,PE,-10.8,-77.73,74.57,74.57,74,8.41,12
469,chirongui,YT,-12.93,45.15,82.4,82.4,78,13.87,20
470,abonnema,NG,4.71,6.79,79.12,79.12,86,2.35,65
471,hailar,CN,49.2,119.7,55.65,55.65,25,11.16,0
472,saurimo,AO,-9.66,20.39,65.35,65.35,72,4.23,93
473,manado,ID,1.49,124.85,89.6,89.6,55,5.82,40
474,biak,ID,-0.91,122.88,86.0,86.0,60,4.63,4
475,ugoofaaru,MV,5.67,73.0,84.15,84.15,71,6.87,16
476,buraydah,SA,26.33,43.98,64.4,64.4,42,9.17,24
477,esil,KZ,51.96,66.4,42.4,42.4,64,6.04,98
478,msowero,TZ,-6.53,37.2,71.6,71.6,100,2.98,40
479,beboto,TD,8.27,16.94,79.84,79.84,60,3.65,100
480,jinhua,CN,29.11,119.65,57.27,57.27,88,3.06,100
481,altoona,US,40.52,-78.39,34.41,37.4,51,11.41,75
482,dunedin,NZ,-45.87,170.5,57.0,57.0,77,15.01,0
483,neopolis,BR,-10.32,-36.58,77.45,77.45,83,5.5,30
484,merauke,ID,-8.47,140.33,90.55,90.55,59,2.44,84
485,orebro,SE,59.27,15.21,29.75,30.2,68,5.82,0
486,wukari,NG,7.85,9.78,81.36,81.36,70,3.42,100
487,woodstock,CA,43.13,-80.75,32.59,33.8,64,5.82,40
488,ruthin,GB,53.11,-3.32,52.05,55.99,87,5.82,100
489,takoradi,GH,4.88,-1.76,79.97,79.97,84,5.93,82
490,charcas,MX,23.13,-101.12,70.81,70.81,23,5.66,81
491,mezhdurechenskiy,RU,59.6,65.93,37.98,37.98,88,9.86,61
492,lagos,NG,6.58,3.75,80.6,80.6,88,4.29,20
493,asau,RO,46.43,26.4,37.24,37.4,59,2.24,98
494,swan hill,AU,-35.34,143.55,65.88,65.88,30,21.9,10
495,hanna,CA,51.63,-111.9,30.04,30.99,81,1.99,100
496,evensk,RU,61.95,159.23,15.17,15.17,90,4.21,3
497,sao cristovao,BR,-11.01,-37.21,78.94,78.94,82,8.16,2
498,madan,BG,41.5,24.95,52.41,53.01,48,1.12,5
499,nongpoh,IN,25.9,91.88,75.2,75.2,73,9.17,40
500,vilhena,BR,-12.74,-60.15,68.95,68.95,79,2.33,26
501,amapa,BR,1.0,-52.0,72.39,72.39,90,0.65,100
502,nizhniy odes,RU,63.64,54.86,22.64,22.64,95,7.67,100
503,olinda,BR,-8.01,-34.86,84.2,84.2,79,4.7,40
504,yenagoa,NG,4.92,6.26,77.99,77.99,90,0.83,31
505,georgetown,MY,5.41,100.34,86.63,87.8,74,6.93,20
506,kogon,UZ,39.72,64.55,53.37,53.6,81,9.17,100
507,mecca,SA,21.43,39.83,69.04,69.04,28,7.29,81
508,sanchor,IN,24.76,71.77,89.82,89.82,20,6.35,0
509,peleduy,RU,59.63,112.74,45.12,45.12,69,1.16,99
510,mafinga,TZ,-7.25,35.07,61.7,61.7,70,2.66,1
511,ilulissat,GL,69.22,-51.1,30.2,30.2,46,10.29,61
512,poum,NC,-20.23,164.02,78.24,78.24,66,7.09,99
513,plouzane,FR,48.38,-4.62,51.44,53.6,76,6.08,0
514,saint-joseph,RE,-21.37,55.62,68.4,77.0,73,9.17,42
515,taybad,IR,34.74,60.78,60.98,60.98,60,13.31,100
516,whyalla,AU,-33.03,137.58,66.2,66.2,59,18.34,90
517,havre-saint-pierre,CA,50.23,-63.6,30.2,30.2,86,18.34,90
518,moron,AR,-34.65,-58.62,61.32,64.4,87,5.82,0
519,kotri,PK,25.37,68.31,88.34,88.34,26,5.21,0
520,loyga,RU,61.08,44.61,23.14,23.14,96,4.18,34
521,bereznehuvate,UA,47.31,32.85,41.49,41.49,67,11.01,0
522,magadi,IN,12.97,77.23,78.1,84.0,88,9.17,40
523,sao jose da coroa grande,BR,-8.9,-35.15,80.69,80.69,82,7.61,13
524,nuuk,GL,64.18,-51.72,30.09,30.2,80,3.36,100
525,urucui,BR,-7.23,-44.56,76.89,76.89,79,1.77,78
526,taltal,CL,-25.4,-70.48,61.7,61.7,78,3.06,22
527,sadat,IN,25.68,83.28,89.64,89.64,12,2.8,0
528,cuamba,MZ,-14.8,36.54,63.0,63.0,80,3.69,22
529,buta,CD,2.79,24.73,70.47,70.47,86,0.92,94
530,bonaventure,CA,48.05,-65.49,31.53,32.0,94,8.05,90
531,tanout,NE,14.97,8.89,80.65,80.65,13,9.71,100
532,akoupe,CI,6.39,-3.9,69.85,69.85,88,1.57,42
533,gewane,ET,10.17,40.65,80.33,80.33,52,7.09,53
534,mayumba,GA,-3.43,10.66,79.54,79.54,84,3.69,99
535,cairns,AU,-16.92,145.77,85.48,88.0,62,8.05,40
536,petropavlovsk-kamchatskiy,RU,53.05,158.65,37.4,37.4,59,11.18,40
537,alice springs,AU,-23.7,133.88,82.4,82.4,13,9.17,16
538,bairiki,KI,1.33,172.98,87.8,87.8,74,13.87,75
539,bosaso,SO,11.28,49.18,81.25,81.25,68,13.02,3
540,nikolayevsk-na-amure,RU,53.14,140.73,37.29,37.29,74,3.69,0
541,marawi,PH,8.0,124.29,82.85,82.85,43,5.73,14
542,miracema do tocantins,BR,-9.56,-48.4,75.16,75.16,84,1.21,57
543,marsh harbour,BS,26.54,-77.06,72.48,72.48,82,14.58,70
544,dawlatabad,AF,36.41,64.91,63.0,63.0,50,2.64,100
545,canala,NC,-21.53,165.95,86.0,86.0,48,9.17,20
546,maues,BR,-3.38,-57.72,75.38,75.38,93,1.57,47
547,catalina,US,32.51,-110.92,66.85,71.6,18,8.05,1
548,tommot,RU,58.96,126.29,37.69,37.69,68,6.22,100
549,qujing,CN,25.48,103.78,66.15,66.15,28,2.51,6
550,thinadhoo,MV,0.53,72.93,84.04,84.04,62,3.96,5
551,madera,US,37.17,-119.83,56.86,66.2,67,5.82,90
552,muros,ES,42.78,-9.06,53.74,57.99,100,2.24,75
553,lima,PE,-12.04,-77.03,69.8,69.8,88,12.75,40
554,big rapids,US,43.7,-85.48,32.2,35.6,79,6.2,1
555,winnemucca,US,40.97,-117.74,60.85,62.6,23,6.93,1
556,tereze,RU,43.94,42.44,28.4,28.4,92,8.95,10
557,tsotilion,GR,40.27,21.32,50.0,50.0,34,8.05,0
558,grajau,BR,-5.82,-46.14,75.06,75.06,87,1.95,75
559,iquitos,PE,-3.75,-73.25,77.0,77.0,94,3.36,75
560,ngudu,TZ,-2.97,33.33,62.73,62.73,65,8.03,3
561,ambilobe,MG,-13.2,49.05,72.52,72.52,84,5.26,20
562,owando,CG,-0.48,15.9,71.67,71.67,88,2.13,100
